normal,https://api.github.com/repos/MobilityFirst/GNS,1.0000,100.00,8,19-05-2022_20-28-32,/home/arminz/scratch/Xoutputs/50-100/adapted/train_source/best_ppl/https://api.github.com/repos/MobilityFirst/GNS/checkpoint-best-ppl/pytorch_model.bin,../data/datasets/50-100/
normal,https://api.github.com/repos/oVirt/ovirt-engine,0.0000,86.50,8,19-05-2022_20-29-18,/home/arminz/scratch/Xoutputs/50-100/adapted/train_source/best_ppl/https://api.github.com/repos/oVirt/ovirt-engine/checkpoint-best-ppl/pytorch_model.bin,../data/datasets/50-100/
normal,https://api.github.com/repos/CoprHD/coprhd-controller,0.0000,92.57,34,19-05-2022_20-16-09,/home/arminz/scratch/Xoutputs/50-100/adapted/reverse/train_source/best_ppl/https://api.github.com/repos/CoprHD/coprhd-controller/checkpoint-best-ppl/pytorch_model.bin,../data/datasets/50-100/
normal,https://api.github.com/repos/orientechnologies/orientdb,0.0909,91.41,22,19-05-2022_20-17-47,/home/arminz/scratch/Xoutputs/50-100/adapted/reverse/train_source/best_ppl/https://api.github.com/repos/orientechnologies/orientdb/checkpoint-best-ppl/pytorch_model.bin,../data/datasets/50-100/
normal,https://api.github.com/repos/wordpress-mobile/WordPress-Android,0.0000,90.41,13,19-05-2022_20-19-11,/home/arminz/scratch/Xoutputs/50-100/adapted/reverse/train_source/best_ppl/https://api.github.com/repos/wordpress-mobile/WordPress-Android/checkpoint-best-ppl/pytorch_model.bin,../data/datasets/50-100/
normal,https://api.github.com/repos/ihmcrobotics/ihmc-open-robotics-software,0.0000,89.68,13,19-05-2022_20-20-08,/home/arminz/scratch/Xoutputs/50-100/adapted/reverse/train_source/best_ppl/https://api.github.com/repos/ihmcrobotics/ihmc-open-robotics-software/checkpoint-best-ppl/pytorch_model.bin,../data/datasets/50-100/
normal,https://api.github.com/repos/awaiwyy/UIcase,0.2500,92.45,12,19-05-2022_20-21-14,/home/arminz/scratch/Xoutputs/50-100/adapted/reverse/train_source/best_ppl/https://api.github.com/repos/awaiwyy/UIcase/checkpoint-best-ppl/pytorch_model.bin,../data/datasets/50-100/
normal,https://api.github.com/repos/caskdata/cdap,0.0000,87.15,10,19-05-2022_20-22-08,/home/arminz/scratch/Xoutputs/50-100/adapted/reverse/train_source/best_ppl/https://api.github.com/repos/caskdata/cdap/checkpoint-best-ppl/pytorch_model.bin,../data/datasets/50-100/
normal,https://api.github.com/repos/egovernments/eGov,0.0000,86.16,9,19-05-2022_20-23-00,/home/arminz/scratch/Xoutputs/50-100/adapted/reverse/train_source/best_ppl/https://api.github.com/repos/egovernments/eGov/checkpoint-best-ppl/pytorch_model.bin,../data/datasets/50-100/
normal,https://api.github.com/repos/crate/crate,0.0000,90.32,8,19-05-2022_20-23-51,/home/arminz/scratch/Xoutputs/50-100/adapted/reverse/train_source/best_ppl/https://api.github.com/repos/crate/crate/checkpoint-best-ppl/pytorch_model.bin,../data/datasets/50-100/
normal,https://api.github.com/repos/MobilityFirst/GNS,0.0000,91.29,8,19-05-2022_20-24-41,/home/arminz/scratch/Xoutputs/50-100/adapted/reverse/train_source/best_ppl/https://api.github.com/repos/MobilityFirst/GNS/checkpoint-best-ppl/pytorch_model.bin,../data/datasets/50-100/
normal,https://api.github.com/repos/oVirt/ovirt-engine,0.0000,91.11,8,19-05-2022_20-25-46,/home/arminz/scratch/Xoutputs/50-100/adapted/reverse/train_source/best_ppl/https://api.github.com/repos/oVirt/ovirt-engine/checkpoint-best-ppl/pytorch_model.bin,../data/datasets/50-100/
