normal,https://api.github.com/repos/realm/realm-java,50.00,88.720000,10,16-05-2022_01-31-13,/home/arminz/scratch/Xoutputs/adapted/train_source/best_ppl/https://api.github.com/repos/realm/realm-java/checkpoint-best-ppl/pytorch_model.bin
normal,https://api.github.com/repos/wordpress-mobile/WordPress-Android,0.00,80.070000,10,16-05-2022_01-31-42,/home/arminz/scratch/Xoutputs/adapted/train_source/best_ppl/https://api.github.com/repos/wordpress-mobile/WordPress-Android/checkpoint-best-ppl/pytorch_model.bin
normal,https://api.github.com/repos/geogebra/geogebra,0.00,81.390000,9,16-05-2022_01-32-10,/home/arminz/scratch/Xoutputs/adapted/train_source/best_ppl/https://api.github.com/repos/geogebra/geogebra/checkpoint-best-ppl/pytorch_model.bin
normal,https://api.github.com/repos/hazelcast/hazelcast,33.33,86.090000,9,16-05-2022_01-32-38,/home/arminz/scratch/Xoutputs/adapted/train_source/best_ppl/https://api.github.com/repos/hazelcast/hazelcast/checkpoint-best-ppl/pytorch_model.bin
normal,https://api.github.com/repos/pjreiniger/snobot2015,70.59,94.71,34,17-05-2022_15-33-13,/home/armin/scratch/Xoutputs/adapted/reverse/train_source/best_ppl/https://api.github.com/repos/pjreiniger/snobot2015/checkpoint-best-ppl/pytorch_model.bin,../data/datasets/50/
normal,https://api.github.com/repos/orientechnologies/orientdb,9.52,72.38,21,17-05-2022_12-15-18,/home/armin/scratch/Xoutputs/adapted/reverse/train_source/best_ppl/https://api.github.com/repos/orientechnologies/orientdb/checkpoint-best-ppl/pytorch_model.bin
normal,https://api.github.com/repos/CoprHD/coprhd-controller,4.76,78.58,21,17-05-2022_12-15-41,/home/armin/scratch/Xoutputs/adapted/reverse/train_source/best_ppl/https://api.github.com/repos/CoprHD/coprhd-controller/checkpoint-best-ppl/pytorch_model.bin
normal,https://api.github.com/repos/dstockwell/chromium,0.00,67.34,12,17-05-2022_12-15-54,/home/armin/scratch/Xoutputs/adapted/reverse/train_source/best_ppl/https://api.github.com/repos/dstockwell/chromium/checkpoint-best-ppl/pytorch_model.bin
normal,https://api.github.com/repos/ihmcrobotics/ihmc-open-robotics-software,8.33,76.23,12,17-05-2022_12-16-10,/home/armin/scratch/Xoutputs/adapted/reverse/train_source/best_ppl/https://api.github.com/repos/ihmcrobotics/ihmc-open-robotics-software/checkpoint-best-ppl/pytorch_model.bin
normal,https://api.github.com/repos/rstudio/rstudio,18.18,74.79,11,17-05-2022_12-51-15,/home/armin/scratch/Xoutputs/adapted/reverse/train_source/best_ppl/https://api.github.com/repos/rstudio/rstudio/checkpoint-best-ppl/pytorch_model.bin,../data/datasets/50/
normal,https://api.github.com/repos/realm/realm-java,10.00,88.15,10,17-05-2022_12-16-39,/home/armin/scratch/Xoutputs/adapted/reverse/train_source/best_ppl/https://api.github.com/repos/realm/realm-java/checkpoint-best-ppl/pytorch_model.bin
normal,https://api.github.com/repos/wordpress-mobile/WordPress-Android,10.00,85.62,10,17-05-2022_12-16-54,/home/armin/scratch/Xoutputs/adapted/reverse/train_source/best_ppl/https://api.github.com/repos/wordpress-mobile/WordPress-Android/checkpoint-best-ppl/pytorch_model.bin
normal,https://api.github.com/repos/geogebra/geogebra,0.11,77.90,9,17-05-2022_13-20-29,/home/armin/scratch/Xoutputs/adapted/reverse/train_source/best_ppl/https://api.github.com/repos/geogebra/geogebra/checkpoint-best-ppl/pytorch_model.bin,../data/datasets/50/
normal,https://api.github.com/repos/hazelcast/hazelcast,11.11,90.21,9,17-05-2022_12-29-33,/home/armin/scratch/Xoutputs/adapted/reverse/train_source/best_ppl/https://api.github.com/repos/hazelcast/hazelcast/checkpoint-best-ppl/pytorch_model.bin
